nodeID, date, map, agent, kills, deaths, assist, avgCombatScore, econRating, firstBloods, plants, defuses, outcome, roundsWon, roundsLost, mvpStatus
1, 03/17/2023, Haven, Misc, Skye, 8, 6, 2, 288, 64, 1, 0, 1, Victory, Team
